Id,CaptionText,Category
216,Engaged!  #bestgiftever #staugustine #ihearttravel   #sunshinestate #florida #casamonica #ido #loved #unconditional #forever #beautiful #love #futuremrsreynolds #bling #blingbling #ilovebert,AMERICA
217,#staugustine #ihearttravel   #sunshinestate #florida #funtimes #cheers,AMERICA
218,Welcome! #velkommen   #traveldiary #life #livelifetothefullest #dkAdventure #awayfromhome #cheerstolife #happiestnation #scandinavia,EU
219, #MOA #bythebay #fun #happylife   #traveldiary #livelifetothefullest #giantferriswheel,OTHERS
220,Walk with me! #lifeisbeautiful #oslo #walkwithlove #norway2014 #happylife   #traveldiary #awalktoremember #livelife,EU
221,My life isnt perfect but i am grateful for everyone and everything i do have. #simalatrip #livelifetothefullest   #happylife #contented #livingyoung #adventure2014,EU
222,Remember the time  #newyork #travell #travesure   #love #lovely #nuevayork #cool #cielo #timeaventure #timelove #timesquare #square #memories #rememberthetime #perfecto,AMERICA
223,This thought brought some tears of joy and my heart is jumping with soo much happiness!  #Jesuslovesme #langkawi   #iamlovednomatterwhat,APAC
224,back in newyork... I miss it ugh where to next!? #TBT #newyork #love   #timesquare,AMERICA
225,#Throwback to that awesome #Sagada spelunking adventure during Holy Week of last year. Good times.   #tbt,APAC
226,Im gonna miss this year Cherry Blossom Season! Hope to see you again by 2016.  #TBT #Japan #Tokyo #cherryblossom #sakura  ,APAC
227,#rheinfall #switzerland   #missthisplace #iloveswitzerland #instaplace,EU
228,kind of late.... this bring up all my memories though... I want my holidays badly##traveldiary##scrapbook #travel#ilovetravel#holland#amsterdam#finland#memories#holidays#imissmyholidays,EU
229,#mexico. #Messico.  #playadelcarmen. #akumal. #beach. #sea. #mare. #honeymoon. #travel.  . #spiaggia. #sun. #sole. #palma. #relax,AMERICA
230,Pra lembrar [2] #trip     #viagem #picture #photo #pothography #CasaPueblo #uruguai #uruguay #punta #architecture #arquitetura,AMERICA
231,Rindu nak pakai yukata jalan2..  #mountinari #fushimiinari #hiking #yukata #cherryblossom #japan #springtrip #sakuraseason #traveller   #travellingdoctor #travelphotography #travelgram #travelogue #galakjalan #kakijalan #backpacking2014 #backpacker #selfie #smile #iger #asian #ig_malaysia #ig_japan,APAC
232,The auditorium of the Museu Nacional dArt de Catalunya. Love the peaceful nature of this place. #MuseuNacionaldArtdeCatalunya #auditorium #zen #barcelona #BCNinspira #BCN #Catalunya #Espana #spain   #travelspain #explorespain #architectures #design   #adventure #artmuseum #city #cityshots  #fujifilm #fujifilmxseries #x30 #travelphotos,EU
233,  #WondersoftheWorld #LonelyPlanet #WorldHeritage #SiemReap #Province #Cambodia #,APAC
234,Flashback monday! Camiguin Diaries with la familia. #camiguin #sunken cementery   #summerindecember #morefuninthephilippines,APAC
235,Pra lembrar #viagem   #argentina #LaPlata #Catedral #CatedralDeLaPlata #cathedral #gotica #CatedralGotica #GothicCathedral #ArquiteturaGotica #GothicArchitecture #arquitetura #architecture #igreja #IgrejaGotica   #nofilter,AMERICA
236,The view of Museu Nacional dArt de Catalunya from Telefric de Montjuc. #barcelona #BCN #BCNinspira #Explorebarcelona #explorespain #catalunya #spain #espaa     #MuseuNacionaldArtdeCatalunya #montjuc #fujifilm #x30 #MuseuNacionald,EU
237,Feels good to be with nature. #mountain   #tbt #fam #nature,OTHERS
238,#shafikrambling Spring passes and one remembers ones innocence. Summer passes and one remembers ones exuberance. Autumn passes and one remembers ones reverence. Winter passes and one remembers ones perseverance. . #throwback #autumntrip #gingkolane #ditanpark #beijing #china #traveller   #travellingbuddies #travellingdoctors #travelphotography #backpacker #backpacking2014 #smile #asian #friends #iger #ig_malaysia #100happydays #goodvibe #positivity #foliage #wanderlust,APAC
239,#caramoan #philippinevacation #philippineresort #philippinebeach   #travelphilippines #biyahengpinoy #bicol #besnatureshot #sea,APAC
240,Tokyo Japan   #oct2014 @darldyake,APAC
241,Sydney Australia   #nov2014 #businessTrip #worklifebalance @marly0812,APAC
242,Saigon Vietnam   #aug2014 @marly0812 @akeemi,APAC
243,Siem Reap Cambodia   #aug2014 @akeemi @marly0812,APAC
244,Bali Indonesia   #july2014,APAC
245,travel mobile   #albay #followforfollow #igers #instapic   #nature #tagsforlikes,OTHERS
246,mayon volcano view at legazpi port #tbt   #followforfollow #followme #tagsforlikes #igers #nature #explorer #port #legazpi #tourists,APAC
247,Rindu nak gi diving lagi .. Ok.. Sambung golek2 . . #throwback #diving #perhentiankecil #island #PADI #openwater #budakSASER #SASERIAN #oldboys #minireunion #traveller   #travellingdoctors #travellingbuddies #natureadventure #naturelover #goodvibe #100happydays #iger #ig_malaysia #igers_malaysia #diver #intotheblue,APAC
248,where to this year?   #banguiwindmill,AFRICA
249,Last one from Pender. Arriving at the docks via yaught sleeping in a tent on deck spending the day at the pool and coffee in the sunshine...Cant wait to get back there.   #film #analogphotography #ilford #canon #filmcamera #poetscove #blackandwhite #analog #filmphotography,AMERICA
250,Streets of Kyoto #kyoto#japan#jp  #mytravelgram,APAC
251, ,OTHERS
252,#TBT of my Indian trip   #india #takemeback #nofilter,APAC
253,#Thailand #Trat #kohchang #sunset     #son # #,APAC
254,Ang kawawang cowboy may baril walang bala. My bulsa wala namang pera at ang brief ang butas pa...  My husband wanted to go the other way.   #latepost #husband #iloveyouhoneyko #bumawi #jokelangangbutasnabrief #natahikona #butinalangwalangbIGsimister ,OTHERS
255,Rice terraces #sagada #philippinevacation #philippinetravel #mikeetravel #throwback   #ph_travel #bestvacation #besnatureshot #travelsapinas #pinoytraveller #picoftheday #riceterraces #adventure #,APAC
256,Happy Chinese New Year from Huimin Jie Street Xian China.. Goat Luck .. . #throwback #xian #china #autumntrip   #travelgram #travelogue #100happydays #travellingbuddies #backpacking2014 #backpackerbuddies #asian #happychinesenewyear #muslimquarters #travellingdoctors #selfie #goodvibe #traveller #backpacker #iger #ig_malaysia,APAC
257,Mt.Inari #kyoto#mtinari#japan#jp #mytravelgram,APAC
258,A selfie from a top of Montjic fort with the port of Barcelona in the background. #Barcelona #BCN #BCNinspire #Telefericdemontjuic #montjuic #Spain #Explorebarcelona #Espana #TravelBarcelona #TravelSpain   #Europe #Eurotrip #selfie #Fujifilm #X30 #tbt #throwbackthursday #picoftheday #travelselfie #montjic #fort #birdseyeview,EU
259,Oh hello there.. ,OTHERS
260,A view of Montjic castle that houses Catalonias National Museum from the cable car. #montjic #castle #Telefericdemontjuic #Barcelona #Spain #espana #cataluna     #castle #museum #brodseyeview #fujifilm #x30 #BCN #inspireBCN #travelspain #explorespain,EU
261,#sunset #Thailand #Trat #kohchang     # #,APAC
262,#Thailand #Trat #kohchang     # #,APAC
263,#Thailand #Trat #kohchang     # #,APAC
264,#Thailand #Trat #kohchang     #solarenergy #monkeyenergy # #,APAC
265,Happy CNY to all Malaysian.. GoatLuck everyone.. . #happychinesenewyear #CNY #samfu #traditionalwear #custom  #red #hutong #beijing #china #autumntrip #traveller #travellingdoctor   #iger #ig_malaysia,APAC
266,Mie Belitung #throwback #instafood  ,APAC
267,Small glimpse of the sound and light show in Brussels Town Hall. (2)  #brussels #bruxelles #belgium #lightshow #brusselstownhall #throwback   #htconem8 #kousic #goodtimes,EU
268,Small glimpse of the sound and light show in Brussels Town Hall. (1) #brussels #bruxelles #belgium #lightshow #brusselstownhall #throwback   #htconem8 #kousic #goodtimes,EU
269,#Thailand #Trat #kohchang #Amari    ,APAC
270,#Thailand #Trat #kohchang #seaview     # #,APAC
271,#Thailand #Trat #kohchang     # #,APAC
272,After landing in Leh we did not wait at all for our journey to begin. There was so much to see and driving through the gigantic mountains and by the beautiful rivers was the best way to start the road trip... And then pit stopping at the remarkable monastery of Lamayuru was a perfect end to the day... #leh #ladakh #himalayas #themountainsarecalling #lamayuru #monastery #longdrives   #iphone5 #phoneclicks #kousic #worlderlust #beautifuldestinations #breathtaking #goodtimes,APAC
273,#panorama #alanya #CleopatraBeach #beach #seaside #seaview #sea     #ig_turkey #trukey #kleopatra #igalanya #vacation #belvedere #summer #bestphoto,APAC
274,Pumunta din naman ako ng Rome pero bakit wala akong nakilala na Anthony? That Called Thing NOT Tadhana.  #ThatCalledThingTadhana #goodmovie #mace #anthony #bagokongcrushsiJM #BrilliantActressAngelica #rome #colosseum   ,EU
275,View from the top of the Eiffel Tower. Paris France! #paris #france #eiffeltower #view #scenery     #travelgram #holidays #instatravel,EU
276, ,OTHERS
277,I remember it all too well.,OTHERS
278,Even after being born and living in this country for 27 years... It finally struck me to decide on visiting this remarkable place when  I had my work visa and flights tickets ready to go live in a different country. Its one of the best places in the world!! And sure my relationship with the roads of India is on a standstill for now... But will be active again one day!  Best way to bid goodbye to this beautiful country which is beyond  culture religion colors festivals and love.. :) #leh #ladakh #himalayas #themountainsarecalling #indusriver #india #incredibleindia #throwback #longdrives #throwback   #iphone5 #phoneclicks #kousic #worlderlust #beautifuldestinations #breathtaking #goodtimes,APAC
279,Not all those who wander are lost.    #ExchangeStudent #Malaysia #Latepost #Filipino #PinoyProud #Instavideo,APAC
280,#InstaSize #iphone5s #iphonephotos #iphonephotography #travelPH   #Malaysia #travelasia   #travelphotos #architecture #KualaLumpur #landscape #love #lovequotes #landscapephotos #adventure #vintage #oldcity #breathtakingphotos #breathtaking #city #asia #travelgram #wanderlust,APAC
281,#iphone5s #iphonephotos #iphonephotography #travelPH   #Malaysia #travelasia   #travelphotos #architecture #KualaLumpur #landscape #love #lovequotes #landscapephotos #adventure #vintage #oldcity #breathtakingphotos #breathtaking #city #asia #travelgram #wanderlust #petronas #petronastowers,APAC
282,This is from my visit to La Sagrada Famlia. One of the most awe inspiring and beautiful churches i have visited. Photo taken from Plaa de Gaudi. #lasgradafamilia #sagradafamlia #Basilica #plaadegaudi #worldheritagesite #gaudi #barcelona #inspireBCN #BCN #Architectures #design #art     #Espana #spain,EU
283,Siga ni Via. Mana kay Lolo. Hahaha.    #Isabela,APAC
284,This beautiful Whitby Abbey! #ttot #whitbyabbey #whitby #whitbybeyondgoth #beautifultown #coast #northyorkmoors #wanderlust #fernweh #countryhoppingcouple #travelblogger  ,EU
285,New York is probably the only city which in reality looks better than on the postcards. #ellisisland #newyork   #vscocam #throwback,AMERICA
286,Memories from Gili Islands taken with my phone !!!   #indonesia,APAC
287,From my visit to Museu Nacional dArt de Catalunya. #selfie #museunacionaldartdecatalunya #plaadelescascades #Barcelona #inspireBCN #BCN #Barcelona #Catalunya #Espana #Spain     #exploreBarcelona #tbt #throwbackthursday,EU
288,Si Papa ay...  #ggss #birdies    #isabela,APAC
289,In to the secret garden....  #throwback #tbt     #europe #luxembourg #garden #parks #fall #autumn #france #explore #discover,EU
290,Throwback Palawan! #travelog   #happykid #Palawan #ItsMoreFunInThePhilippines #UndergroundRiver #SevenWonders #igers #igersasia #igerspinoy,APAC
291,Poets cove Pender island! Whats place good time last summer pitchin the tent on the deck of a 74 Tollycraft. #film #canon #filmphotography #analog #analogphotography #blackandwhite #penderisland #poetscove  ,AMERICA
292,Old cities remind me of old feelings. #InstaSize #iphone5s #iphonephotos #iphonephotography #travelPH   #Malaysia #travelasia   #travelphotos #architecture #KualaLumpur #landscape #love #lovequotes #landscapephotos #adventure #vintage #oldcity #breathtakingphotos #breathtaking #city #asia #travelgram #wanderlust,APAC
293,Pictures i forgot to upload at the time of taking them !!!    #indonesia,APAC
294,. Philippines own sand dunes found only in the the province of Ilocos.  Not the typical desert but the sand dunes in Paoay is definitely a tourist destination not only for the foreigners but for the locals as well. Activities include sand boarding and the offroad ride that will surely leave your body in pain a day after. A unique northern experience indeed.  ____________ Dec.2014. Photo taken using #GoPro #Hero3  Edited using #Snapseed and #iWatermark   #Paoay #IlocosNorte #Philippines #sand #dunes #north      All Rights Reserved. 2015.,APAC
295,. Another church. Immaculate Conception Church in Batac Ilocos Norte.  There are many churches in the province of Ilocos. Most of them are heritage sites that have stood through time. The stoned walls have stories to tell the tale of the Philippines historic north which was of course about the Spanish influence during their rule of the country.  ____________ Dec.2014. Photo taken using #GoPro #Hero3  Edited using #Snapseed and #iWatermark   #Batac #IlocosNorte #Philippines #church #north      All Rights Reserved. 2015.,APAC
296,. First stop Bantay Church and Bell Tower Ilocos Sur.  This was my first time to climb all the way to the top of a bell tower. The structure showed its age though very well maintained. The view from the top was astounding. The sun rose over the mountain range that morning and casted a shadow on the landscape beneath  it. The first of many more amazing sceneries to see.  ____________ Dec.2014. Photo taken using #GoPro #Hero3  Edited using #Snapseed and #iWatermark   #Bantay #IlocosSur #Philippines #church #belltower #north      All Rights Reserved. 2015.,APAC
297,Jump ! ,OTHERS
298,Hello Bernard! ,OTHERS
299,#Batumi Boulevard at night #TBT #Georgia #instatravel #travelgram  ,AMERICA
300,With my favorite people! See you all soonest! Next is Tabuk kalinga.,APAC
301,Go at least once a year to a placeyouve never been before.,OTHERS
302,Love locks this love month   #lovemonth #lovelocks #february #febibig #seoul #korea #skor2014  ,APAC
303,This picture perfectly sums up my feelings at work today. Because Im planning my next holiday! #yaye #happy #high #holiday #jump #sun #sand #beach #latergram   #srilanka ,APAC
304,This was the stunning view of Plaa de les Cascades from the roof top terrace of Museu Nacional dArt de Catalunya. Shot with the Fujifilm X30. #Barcelona #BCN #BCNinspire #Espaa #Spain #Plaa   #adventure   #fujifilm #X30 #architecture #cityshots #catalunya #placadelescascades,EU
305,Red Rock Canyon ,OTHERS
306,Weekends about to start #February2015 #travelgram #travelph #malaysia #kualalumpur #wanderlust #iphone5s #iphonephotos #iphonephotography #travelPH   #Malaysia #travelasia   #travelphotos #architecture #KualaLumpur #landscape #love #lovequotes #landscapephotos #adventure #vintage #oldcity #breathtakingphotos #breathtaking #city #asia #travelgram #wanderlust #petronas #petronastowers,APAC
307,Bacolod   ,APAC
308,Hong Kong is always a good idea. #HKinHK   #latergram #HongKong #LanKwaiFong,APAC
309,Good times... Can I interest you in a ...? #italy2014 #Arezzo   #travelgram #family #friends #anoldfavourite   #summer #september,EU
310,Moulin Rouge! Paris France September 2014 #france #paris #moulinrouge #showgirls #french #cancan #dancers ,EU
311,Throwback  August 2014 Guimaras   ,APAC
312,Buenos das sbado sbadete . #winter #cup #coffee #london #underground #breakfast #mindthegap #galletasgullon xD,EU
313,Looking back at pics! #India #riverganges #bindi  ,APAC
314,Mi Ritiro Rock Formation. Rizal Shrine Dapitan City.  ,APAC
315,   Travel brings power and love back into your life.    ~Rumi  #fbf #giantscauseway #bushmills #antrim #northernireland,EU
316,City of #Fujeirah5th largest #emirates in #UAE!  #ttot   #beautifulcity #instacity   #uaetravel #offbeat #cityattractions #countryhoppingcouple #wanderlust #nikond90,APAC
317,how r u doing fellah??#camel #encounter #dubai #dubai2014 #latepost #exploredubai #moment #happiness   #thankful #blessed #wengtravelbitz   #simplepleaseure,APAC
